Devices
1000
,,North - Force,,,North - Moment,,,North - CoP,,,South - Force,,,South - Moment,,,South - CoP,,,EMG - Voltage,,,,,,,,,,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,TA,5,Sol,7,8,VL,RF,BF,GlutMed,GlutMax,14,MedGast,16
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
1,0,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000807228,3.49423e-05,0.00116474,0.0165481,0.00384792,0.00163094,0.000644607,0.000379601,-0.0327813,0.000907745,-0.000104065,0.015549,-0.0196722,0.00155453,0.000543633,-0.00829224
1,1,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000349465,0.000263824,0.000516243,0.0161666,0.00705227,0.000677261,0.000453873,0.000455895,0.0886024,-0.000503693,0.000391846,0.0139087,-0.0210837,0.000333824,0.00275616,-0.0099707
1,2,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000845375,0.00152267,0.00150806,0.0159378,0.00964626,0.0014402,0.000835342,0.000341454,0.0051368,0.00109848,1.03759e-05,0.0139849,-0.0194434,0.00159267,-0.000143013,-0.007453
1,3,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000730935,0.000225677,0.000325508,0.017044,0.0107144,0.00105873,0.000530167,0.000150719,-0.0604379,-0.000579987,-0.000828858,0.0151675,-0.0203589,0.000753441,0.00145916,-0.00833038
1,4,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000502053,0.000301971,0.000592537,0.0164718,0.00899776,0.00121132,0.00098793,0.00118069,-0.0111901,0.000259247,0.00096405,0.0187152,-0.0205496,0.000791588,0.00058178,-0.00833038
1,5,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000654641,0.000378265,0.00127918,0.0159378,0.00701412,0.00109688,0.00117867,0.000608482,0.0204337,0.000335541,0.000239258,0.0143283,-0.0207785,0.00113491,0.000810661,-0.00916962
1,6,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,0.000235024,-0.000422821,-0.00131481,0.0155182,0.00445827,-4.75312e-05,-0.000804977,0.000150719,0.0565971,0.0002211,-0.000142212,0.0149005,-0.0211981,0.000295677,0.000314751,-0.00829224
1,7,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,-0.000146446,3.49423e-05,0.000249214,0.0161285,0.00560268,0.000715408,0.00098793,-1.86916e-06,-0.0518929,-0.000274811,4.85228e-05,0.0138705,-0.0203207,0.00117306,0.000314751,-0.00958923
1,8,0,0,0,0,0,0,231.8,254,0,0,0,0,0,0,0,231.8,766,0,-0.000413475,0.00018753,0.000363655,0.0157089,0.00186428,0.000829849,0.00049202,0.000875511,0.0278724,0.0002211,-0.000447388,0.0118869,-0.0212744,0.00124935,0.000619926,-0.00779633
